session_id,role,burst_id,bytes_expected,bytes_received,chunks,chunks_corrupted,complete,start_ms,end_ms
c917af9f61e9bff46ec85334b736fc59,server,227,41667,41667,2,0,true,117076,117172
c917af9f61e9bff46ec85334b736fc59,server,229,41667,41667,2,0,true,118366,118487
c917af9f61e9bff46ec85334b736fc59,server,228,41667,41667,2,0,true,117757,118022
c917af9f61e9bff46ec85334b736fc59,server,230,41667,41667,2,0,true,118874,118996
c917af9f61e9bff46ec85334b736fc59,server,231,41667,41667,2,0,true,119273,119355
c917af9f61e9bff46ec85334b736fc59,server,232,41667,41667,2,0,true,119748,119862
c917af9f61e9bff46ec85334b736fc59,server,234,41667,41667,2,0,true,120899,120899
c917af9f61e9bff46ec85334b736fc59,server,233,41667,41667,2,0,true,120300,120412
c917af9f61e9bff46ec85334b736fc59,server,235,41667,41667,2,0,true,121289,121466
c917af9f61e9bff46ec85334b736fc59,server,236,41667,41667,2,0,true,121652,121752
c917af9f61e9bff46ec85334b736fc59,server,237,41667,41667,2,0,true,122080,122185
c917af9f61e9bff46ec85334b736fc59,server,238,41667,41667,2,0,true,122659,122877
c917af9f61e9bff46ec85334b736fc59,server,240,41667,41667,2,0,true,123818,123917
c917af9f61e9bff46ec85334b736fc59,server,239,41667,41667,2,0,true,123254,123363
c917af9f61e9bff46ec85334b736fc59,server,242,41667,41667,2,0,true,124572,124661
c917af9f61e9bff46ec85334b736fc59,server,241,41667,41667,2,0,true,124142,124272
c917af9f61e9bff46ec85334b736fc59,server,244,41667,41667,2,0,true,125576,125754
c917af9f61e9bff46ec85334b736fc59,server,243,41667,41667,2,0,true,125088,125255
c917af9f61e9bff46ec85334b736fc59,server,245,41667,41667,2,0,true,126315,126522
c917af9f61e9bff46ec85334b736fc59,server,246,41667,41667,2,0,true,127007,127174
c917af9f61e9bff46ec85334b736fc59,server,247,41667,41667,2,0,true,127737,127821
c917af9f61e9bff46ec85334b736fc59,server,249,41667,41667,2,0,true,128788,128846
c917af9f61e9bff46ec85334b736fc59,server,248,41667,41667,2,0,true,128149,128259
c917af9f61e9bff46ec85334b736fc59,server,251,41667,41667,2,0,true,129598,129664
c917af9f61e9bff46ec85334b736fc59,server,250,41667,41667,2,0,true,129271,129302
c917af9f61e9bff46ec85334b736fc59,server,252,41667,41667,2,0,true,130112,130160
c917af9f61e9bff46ec85334b736fc59,server,253,41667,41667,2,0,true,130548,130613
c917af9f61e9bff46ec85334b736fc59,server,254,41667,41667,2,0,true,130989,131009
c917af9f61e9bff46ec85334b736fc59,server,255,41667,41667,2,0,true,131323,131354
c917af9f61e9bff46ec85334b736fc59,server,256,41667,41667,2,0,true,131749,131823
c917af9f61e9bff46ec85334b736fc59,server,260,41667,41667,2,0,true,134146,134245
c917af9f61e9bff46ec85334b736fc59,server,258,41667,41667,2,0,true,132827,132853
c917af9f61e9bff46ec85334b736fc59,server,259,41667,41667,2,0,true,133467,133525
c917af9f61e9bff46ec85334b736fc59,server,263,41667,41667,2,0,true,135898,135970
c917af9f61e9bff46ec85334b736fc59,server,264,41667,41667,2,0,true,136301,136340
c917af9f61e9bff46ec85334b736fc59,server,265,41667,41667,2,0,true,136658,136782
c917af9f61e9bff46ec85334b736fc59,server,266,41667,41667,2,0,true,136975,137056
c917af9f61e9bff46ec85334b736fc59,server,262,41667,41667,2,0,true,135541,135618
c917af9f61e9bff46ec85334b736fc59,server,257,41667,41667,2,0,true,132291,132295
c917af9f61e9bff46ec85334b736fc59,server,261,41667,41667,2,0,true,134612,134711
c917af9f61e9bff46ec85334b736fc59,server,267,41667,41667,2,0,true,137419,137419
c917af9f61e9bff46ec85334b736fc59,server,268,41667,41667,2,0,true,137839,137857
